IUCN_species,centroid_long,Latitude,abs_lat,region,clutch_size,Egg mass (g),incubation_d,body_mass,Beak_Length (culmen),HWI
Pyrrhura devillei,-57.02971779,-20.57,20.57,tropical,NA,5.47,NA,70,20.8,41.2
Pterodroma atrata,-135.7935288,-20.56,20.56,tropical,NA,59.59,NA,394,30.9,43.4
Anabazenops fuscus,-43.46340558,-20.55,20.55,tropical,NA,5.35,NA,38.5,24.7,14.4
Atlapetes fulviceps,-64.94167135,-20.53,20.53,tropical,NA,3.07,NA,28.2,15.1,14.7
Zosterops chloronothos,57.47952442,-20.44,20.44,tropical,NA,1.19,NA,8.1,15,20.3
Foudia rubra,57.49198622,-20.42,20.42,tropical,NA,1.83,NA,17.7,16.4,17.9
Lalage typica,57.4739814,-20.42,20.42,tropical,NA,4.95,NA,42.9,22.3,22.8
Lichmera incana,166.2282555,-20.41,20.41,tropical,NA,1.71,14,13.1,23.2,17.6
Hypsipetes olivaceus,57.52513836,-20.4,20.4,tropical,NA,5.8,15.5,75,29.3,20.6
Mimus dorsalis,-65.73329171,-20.39,20.39,tropical,NA,5.05,NA,58.7,24.2,18.7
Nemosia rourei,-41.17488048,-20.38,20.38,tropical,NA,2.12,NA,22,9.5,21.3
Amytornis ballarae,139.1657717,-20.36,20.36,tropical,NA,2.41,NA,21,15.5,12.4
Rhynchotus maculicollis,-65.40036624,-20.3,20.3,tropical,NA,55,NA,843.5,46.3,24.4
Zosterops mauritianus,57.56803448,-20.29,20.29,tropical,NA,1.15,NA,8.2,12.6,20.6
Griseotyrannus aurantioatrocristatus,-56.95594767,-20.27,20.27,tropical,NA,3.58,NA,33,14.6,20.1
Phalcoboenus megalopterus,-69.19285682,-20.26,20.26,tropical,NA,67,NA,788,40.2,43.6
Sicalis olivascens,-69.48712784,-20.1,20.1,tropical,NA,2.6,NA,21.8,13.6,23.3
Melithreptus laetior,134.1070214,-20.07,20.07,tropical,NA,NA,NA,19.4,16.6,27.7
Pomarea dimidiata,-158.2187616,-20.07,20.07,tropical,NA,2.92,NA,23,17.5,16.9
Phacellodomus striaticeps,-66.7249603,-20.04,20.04,tropical,NA,4.5,NA,29.1,17.4,10.1
Aerodramus sawtelli,-158.1070721,-20,20,tropical,NA,1.15,NA,8.6,6.9,67.3
Agelasticus cyanopus,-55.21966249,-19.99,19.99,tropical,NA,3.35,NA,37.2,24.2,15.3
Hylophilus thoracicus,-41.81731036,-19.99,19.99,tropical,NA,2.05,NA,13.8,15.5,10.9
Streptoprocne biscutata,-45.80250257,-19.94,19.94,tropical,NA,7.15,NA,95.8,12.8,64.8
Xenopirostris polleni,48.06436023,-19.94,19.94,tropical,NA,4.08,NA,61.5,30.5,13.2
Gubernetes yetapa,-52.33243805,-19.85,19.85,tropical,NA,5.75,NA,68.4,26.5,26.5
Coracina caledonica,166.0597439,-19.81,19.81,tropical,NA,12.78,NA,140,37,26.1
Casiornis rufus,-55.86293971,-19.76,19.76,tropical,NA,2.92,NA,24.8,18.6,15.4
Formicivora serrana,-42.9374306,-19.75,19.75,tropical,NA,2.16,NA,11.4,14.8,9.8
Trogon aurantius,-43.28395495,-19.74,19.74,tropical,NA,NA,NA,73.3,19.5,37.7
Acrocephalus rodericanus,63.44056227,-19.7,19.7,tropical,NA,1.69,NA,11.8,17.7,16.9
Foudia flavicans,63.4378446,-19.7,19.7,tropical,NA,1.64,NA,15.3,16.1,17.9
Cranioleuca pallida,-44.90074841,-19.69,19.69,tropical,NA,2.3,NA,11.5,15.3,17
Riparia cowani,47.33719342,-19.66,19.66,tropical,NA,NA,NA,13.5,9.5,48.6
Cyanocorax cyanomelas,-59.82904709,-19.62,19.62,tropical,NA,10.94,NA,207,38.2,15
Knipolegus cabanisi,-66.31912919,-19.55,19.55,tropical,NA,2.36,NA,17.8,18.2,21.3
Veniliornis maculifrons,-41.83035745,-19.53,19.53,tropical,NA,3.23,NA,38.7,23.2,22.8
Ceblepyris cinereus,46.71627425,-19.51,19.51,tropical,NA,5.26,NA,47.2,22.2,24.8
Xiphorhynchus fuscus,-46.18050772,-19.5,19.5,tropical,NA,4.34,NA,21.8,26.9,19.6
Suiriri suiriri,-53.05545866,-19.48,19.48,tropical,NA,2.02,NA,14.5,14.3,19.2
Newtonia brunneicauda,46.67594139,-19.47,19.47,tropical,NA,1.57,NA,10.1,14,8.4
Charadrius bifrontatus,46.70657729,-19.46,19.46,tropical,NA,NA,NA,31.2,19.6,46
Culicivora caudacuta,-53.28379597,-19.44,19.44,tropical,NA,1.37,NA,5.9,11.2,17.2
Phyllomyias sclateri,-66.25730358,-19.44,19.44,tropical,NA,1.5,NA,9.2,10.8,19.4
Gerygone flavolateralis,166.2497891,-19.42,19.42,tropical,NA,1.19,NA,6.3,11.2,14.9
Vanga curvirostris,46.78366905,-19.42,19.42,tropical,NA,4.16,23,64.2,33.6,15.9
Sicalis luteocephala,-65.08873071,-19.41,19.41,tropical,NA,2.14,NA,16.3,13.5,18.9
Upupa marginata,46.53302785,-19.4,19.4,tropical,NA,4.45,NA,66.9,58.9,18.8
Foudia madagascariensis,46.69827894,-19.39,19.39,tropical,NA,1.7,NA,16.6,14.4,16
LepidopygiaNAna,46.6982785,-19.39,19.39,tropical,NA,0.82,NA,8.2,9.2,17.2
Cinnyris notatus,46.69917703,-19.38,19.38,tropical,NA,1.74,NA,14.6,31.1,16.1
Cisticola cherina,46.69901805,-19.38,19.38,tropical,NA,1.2,NA,10,12,12.2
Cypsiurus gracilis,46.78366047,-19.38,19.38,tropical,NA,NA,NA,13.6,5.6,69.4
Eremopterix hova,46.69900938,-19.38,19.38,tropical,NA,2.07,NA,18.9,13.4,20.7
Sarothrura watersi,47.82037514,-19.38,19.38,tropical,NA,4.54,NA,26.5,15.2,22.7
Zoonavena grandidieri,46.69388178,-19.37,19.37,tropical,NA,1.33,NA,10.5,4.7,68.7
Cyanomitra verreauxii,34.7874292,-19.36,19.36,tropical,NA,NA,NA,11.5,24.9,16.3
Leptosomus discolor,46.68912675,-19.36,19.36,tropical,NA,19.28,20,255,46.8,27.3
Copsychus pica,45.84078469,-19.35,19.35,tropical,NA,NA,NA,22.7,16.9,12.3
Lophospingus griseocristatus,-64.9842527,-19.35,19.35,tropical,NA,2.24,NA,17.9,14.1,12.6
Cichlocolaptes leucophrus,-41.21266176,-19.34,19.34,tropical,NA,6.36,NA,50,29.1,19.9
Asio madagascariensis,46.72872494,-19.33,19.33,tropical,NA,29.97,NA,700,33.6,31.1
Chaetura meridionalis,-52.56310879,-19.32,19.32,tropical,NA,1.72,NA,22.2,8.9,63.8
Melaniparus carpi,15.18563309,-19.32,19.32,tropical,NA,1.94,NA,18.6,10.4,16.8
Tangara cyanoventris,-43.27050464,-19.31,19.31,tropical,NA,2.33,NA,16.5,12,19.1
Clytorhynchus pachycephaloides,166.279573,-19.25,19.25,tropical,NA,3.18,NA,26.3,23.4,17.4
Monticola sharpei,47.2579825,-19.25,19.25,tropical,NA,3.01,NA,24.8,18.1,18.5
Cuculus rochii,46.74370947,-19.23,19.23,tropical,NA,3.67,NA,62.7,22.4,45.8
Thamnophilus ambiguus,-41.28429325,-19.23,19.23,tropical,NA,3.45,NA,27.5,19,9.7
Newtonia fanovanae,48.23369802,-19.2,19.2,tropical,NA,1.75,NA,12.7,14.1,10.6
Mayrornis versicolor,-178.4053959,-19.17,19.17,tropical,NA,3.41,NA,29,15.1,17.6
Larosterna inca,-74.68691691,-19.15,19.15,tropical,NA,29.65,NA,219,48.8,59.3
Rallus madagascariensis,48.36010629,-19.14,19.14,tropical,NA,12.87,NA,114,55.6,20.1
Idiopsar brachyurus,-67.03321562,-19.12,19.12,tropical,NA,4.28,NA,43,23.3,20.4
Alectrurus tricolor,-52.44994833,-19.09,19.09,tropical,NA,2.18,NA,16,14.8,22.3
Cyanolanius madagascarinus,46.85244818,-19.09,19.09,tropical,NA,2.36,NA,22.3,18,17.8
Hartertula flavoviridis,48.24487013,-19.08,19.08,tropical,NA,1.45,NA,9.7,12.7,12.4
Pseudobias wardi,48.3093852,-19.06,19.06,tropical,NA,1.75,NA,12.7,16.6,20.1
Oreotrochilus adela,-65.69728259,-19.05,19.05,tropical,NA,0.92,NA,7.9,32.3,56.4
Prosopeia splendens,178.2502327,-19.03,19.03,tropical,NA,13.1,NA,280,36.3,32.5
Rhipidura personata,178.2504802,-19.03,19.03,tropical,NA,3.6,NA,35.7,14.2,20.8
Oreophilais robertsi,32.80597804,-19.02,19.02,tropical,NA,1.22,NA,10,14,10.5
Sporophila ardesiaca,-43.92417428,-19.02,19.02,tropical,NA,1.61,NA,10.9,10.5,17.1
Phacellodomus erythrophthalmus,-42.03940254,-19,19,tropical,NA,3.88,NA,24.5,19.9,6.9
Poospiza boliviana,-64.96936199,-19,19,tropical,NA,3.21,NA,28.6,14.6,15
Pseudosaltator rufiventris,-65.41725416,-18.95,18.95,tropical,NA,5.24,NA,74.2,19.6,16.8
Arizelocichla milanjensis,33.23307161,-18.94,18.94,tropical,NA,3.78,NA,37.4,20.9,15.8
Amphilais seebohmi,47.68149382,-18.92,18.92,tropical,NA,NA,NA,12.3,12,12.1
Mecocerculus hellmayri,-65.61241694,-18.92,18.92,tropical,NA,1.36,NA,8,9.4,16.1
Nothura minor,-48.17207208,-18.92,18.92,tropical,NA,12.55,NA,165.8,19.4,25.6
Coryphaspiza melanotis,-53.74857212,-18.86,18.86,tropical,NA,2.09,NA,15.7,13.4,15.2
Geositta maritima,-72.4545344,-18.84,18.84,tropical,NA,2.96,NA,16.5,15.2,26.5
Newtonia amphichroa,48.11832735,-18.83,18.83,tropical,NA,1.76,NA,12.3,14.6,7.8
Randia pseudozosterops,48.4494627,-18.79,18.79,tropical,NA,1.57,NA,11,14.1,12.6
Mystacornis crossleyi,48.4172555,-18.74,18.74,tropical,NA,2.5,NA,24.5,22.4,9.3
Ephippiospingus erythronotus,-67.8789731,-18.72,18.72,tropical,NA,NA,NA,20.7,14.6,19.9
Neomixis viridis,48.38818977,-18.72,18.72,tropical,NA,0.99,NA,7,12.2,14.7
Treron delalandii,35.51567071,-18.72,18.72,tropical,NA,NA,NA,197.5,21.9,37.9
Mentocrex beankaensis,44.77050205,-18.71,18.71,tropical,NA,0,NA,180,27.1,20.5
Tarphonomus harterti,-64.8903799,-18.71,18.71,tropical,NA,3.72,NA,23.9,29,11
Charadrius alticola,-68.99084201,-18.69,18.69,tropical,NA,9.55,NA,44.9,16.7,48.7
Sicalis lutea,-68.25441216,-18.67,18.67,tropical,NA,1.98,NA,16.3,14.1,24.7
Celeus lugubris,-59.65659295,-18.66,18.66,tropical,NA,7,NA,137,29.8,18
Pachycephala jacquinoti,-174.0629,-18.65,18.65,tropical,NA,3.66,NA,36,20.6,22.6
Tangara brasiliensis,-40.96878644,-18.64,18.64,tropical,NA,NA,NA,20.5,13,23.2
Lepidocolaptes squamatus,-44.2761315,-18.63,18.63,tropical,NA,4.27,NA,28.1,30.4,23.8
Achaetops pycnopygius,15.06627209,-18.6,18.6,tropical,NA,2.315,NA,28.3,20.1,6.5
Philydor rufum,-54.0374996,-18.59,18.59,tropical,NA,4.02,NA,25,20.8,19.8
Asthenes maculicauda,-67.39673264,-18.57,18.57,tropical,NA,3.26,NA,19,16.6,10.1
Cinnyris talatala,28.88191135,-18.57,18.57,tropical,NA,1.12,NA,8.1,22.9,15.8
Elaenia spectabilis,-52.85226102,-18.57,18.57,tropical,NA,2.03,14.5,27.3,14.9,18.9
Icterus pyrrhopterus,-51.76915224,-18.57,18.57,tropical,NA,3.65,NA,35.4,19,17.3
Pheucticus aureoventris,-68.185735,-18.57,18.57,tropical,NA,4.65,NA,49,22.4,22.1
Xanthomixis zosterops,48.30501877,-18.56,18.56,tropical,NA,1.96,NA,10.9,16.8,13.6
Sylviorthorhynchus yanacensis,-66.69241859,-18.54,18.54,tropical,NA,NA,NA,8.8,13,17.1
Grallaria albigula,-65.95435022,-18.53,18.53,tropical,NA,9.9,NA,95,24.2,6.1
Cercomacra brasiliana,-41.48877927,-18.5,18.5,tropical,NA,2.64,NA,16.9,16.5,9.2
Inezia inornata,-60.69514981,-18.5,18.5,tropical,NA,1.8,NA,12,9.9,16.7
Hartlaubius auratus,47.0664493,-18.49,18.49,tropical,NA,3.82,NA,40.5,21.7,29.5
Xanthomixis cinereiceps,47.91911412,-18.47,18.47,tropical,NA,2.21,NA,18.2,14.6,12.9
Hydropsalis torquata,-54.34401112,-18.46,18.46,tropical,NA,6.57,NA,58.5,21,48.9
Schetba rufa,46.99547991,-18.46,18.46,tropical,NA,3.12,16,37.3,24.4,19.1
Clibanornis rectirostris,-49.29012561,-18.45,18.45,tropical,NA,6.16,NA,48,28.2,11.3
Eulidia yarrellii,-69.99721992,-18.43,18.43,tropical,NA,0.52,NA,2.5,14.6,61
Apalis chirindensis,33.6064149,-18.4,18.4,tropical,NA,1.11,NA,8.6,12.2,8.3
Bernieria madagascariensis,47.05803999,-18.39,18.39,tropical,NA,2.75,NA,25.3,24.4,11.4
Hypositta corallirostris,48.38907031,-18.39,18.39,tropical,NA,1.86,NA,14.1,14,18.2
Gnorimopsar chopi,-51.24340712,-18.35,18.35,tropical,NA,4.91,14.5,65.9,25.1,21.1
Podiceps juninensis,-68.64612516,-18.35,18.35,tropical,NA,NA,NA,320.7,22.2,34.4
Ptilinopus porphyraceus,-17.49281213,-18.35,18.35,tropical,NA,5.99,NA,105,20.3,29.8
Cryptosylvicola randrianasoloi,48.17886712,-18.32,18.32,tropical,NA,1.34,NA,8.6,13.6,12.8
Sicalis uropigyalis,-69.08985432,-18.2,18.2,tropical,NA,2.45,NA,22.5,12.2,30
Synallaxis albilora,-56.22110125,-18.2,18.2,tropical,NA,2.93,NA,14.9,14.4,12.1
Celeus flavescens,-48.12039325,-18.15,18.15,tropical,NA,7,NA,139,34.8,16.2
Knipolegus nigerrimus,-44.93512042,-18.13,18.13,tropical,NA,2.56,NA,20.3,18.9,20.7
Muscisaxicola juninensis,-68.81476788,-18.12,18.12,tropical,NA,2.71,NA,22.2,17,28.9
Aviceda madagascariensis,47.27487954,-18.1,18.1,tropical,NA,29.1,31,292,28.6,33.8
Syndactyla dimidiata,-50.12345351,-18.09,18.09,tropical,NA,4.41,NA,29.4,20,17.9
Mesitornis variegatus,46.23886786,-18.08,18.08,tropical,NA,15.8,NA,110,29.2,10.2
Thlypopsis ruficeps,-67.44907169,-18.06,18.06,tropical,NA,1.66,NA,11,15.1,18.5
Bradypterus brunneus,48.5352104,-18.02,18.02,tropical,NA,2,NA,14.2,12,8.6
Machaeropterus regulus,-40.28629848,-18.02,18.02,tropical,NA,1.59,NA,9.3,9.9,23.7
Phacellodomus ruber,-55.06111569,-17.97,17.97,tropical,NA,5.65,NA,41,20,12.1
Asthenes luizae,-43.5477516,-17.96,17.96,tropical,NA,4.26,NA,28,14.4,11.3
Geospizopsis plebejus,-70.26579203,-17.94,17.94,tropical,NA,NA,NA,14.7,12.7,21.5
Erythrura kleinschmidti,178.2308195,-17.92,17.92,tropical,NA,1.72,NA,21,16.2,18.9
Pipraeidea melanonota,-57.99102672,-17.92,17.92,tropical,NA,2.63,14,21,12.6,26.5
Brachypteracias leptosomus,48.72010715,-17.88,17.88,tropical,NA,18.49,24,185,41.8,19.8
Cichlopsis leucogenys,-40.16066328,-17.88,17.88,tropical,NA,5.08,NA,53.8,18.3,27.9
Megalurulus rufus,178.003758,-17.87,17.87,tropical,NA,NA,NA,24,19.1,10.6
Aratinga auricapillus,-43.46877329,-17.83,17.83,tropical,NA,7.99,NA,130,29,48
Foulehaio procerior,176.9994396,-17.83,17.83,tropical,NA,NA,NA,37,27,18.6
Gymnomyza brunneirostris,177.9661409,-17.83,17.83,tropical,NA,NA,NA,87.8,39.4,18.1
Prosopeia personata,177.9661409,-17.83,17.83,tropical,NA,9.89,NA,40.3,36,29.8
Pseudobulweria macgillivrayi,115.6773367,-17.81,17.81,tropical,NA,29.56,NA,143,31.4,60.8
Ochthoeca oenanthoides,-69.32249017,-17.79,17.79,tropical,NA,2.33,NA,17.7,15.9,19.7
Atelornis pittoides,48.61366337,-17.77,17.77,tropical,NA,10.75,NA,91.5,32.1,19.8
Philepitta castanea,48.63943234,-17.76,17.76,tropical,NA,3.59,NA,35.4,19.6,15.9
Basileuterus hypoleucus,-51.26504539,-17.75,17.75,tropical,NA,NA,NA,11.4,13.3,13.4
Microspingus torquatus,-65.79520189,-17.75,17.75,tropical,NA,NA,NA,11,11.8,14.7
Atelornis crossleyi,48.50627168,-17.72,17.72,tropical,NA,9.47,NA,79,28.4,11.4
Geobiastes squamiger,48.95254924,-17.7,17.7,tropical,NA,16.08,NA,155,35.2,24.4
Pionus maximiliani,-50.03459959,-17.7,17.7,tropical,NA,14.16,NA,293,33,35.2
Geositta poeciloptera,-49.66903622,-17.68,17.68,tropical,NA,3.14,NA,18,16.5,20
Heteromyias cinereifrons,145.7114844,-17.68,17.68,tropical,NA,4.2,NA,36.3,20.8,24.7
Todiramphus veneratus,-149.4052367,-17.68,17.68,tropical,NA,8.22,NA,44.5,33.6,20.8
Pomarea nigra,-149.5511249,-17.67,17.67,tropical,NA,3.12,16,25.4,19.3,20.3
Chalcophaps longirostris,143.7861731,-17.66,17.66,tropical,NA,6.3,NA,136.5,22.7,32
Ptilinopus purpuratus,-149.4532379,-17.66,17.66,tropical,NA,5.47,NA,97.6,16.5,30.3
Acrocephalus caffer,-149.4154941,-17.65,17.65,tropical,NA,3.17,NA,43.8,33.1,17.9
Scythrops novaehollandiae,139.2680945,-17.62,17.62,tropical,NA,5.05,NA,684,82.8,45.1
Myiopagis caniceps,-48.65151711,-17.61,17.61,tropical,NA,1.66,NA,10.5,11.2,18.7
Ramphocelus bresilius,-41.22219664,-17.58,17.58,tropical,NA,NA,NA,32.9,18.3,13.7
Scenopoeetes dentirostris,145.5919176,-17.57,17.57,tropical,NA,17.62,NA,163.4,30.4,20
Myrmotherula urosticta,-39.82178151,-17.55,17.55,tropical,NA,1.55,NA,8.9,12.9,10.9
Acrocephalus longirostris,-149.8337093,-17.53,17.53,tropical,NA,NA,NA,43.8,33.1,17.9
Neodrepanis coruscans,48.74481417,-17.53,17.53,tropical,NA,1.49,NA,6.5,25.9,19.5
Todiramphus youngi,-149.8349097,-17.53,17.53,tropical,NA,NA,NA,50.5,36.1,19.8
Gallinago andina,-69.80085932,-17.52,17.52,tropical,NA,18.51,NA,109.4,57.3,39.9
Myiopsitta luchsi,-65.94357902,-17.51,17.51,tropical,NA,0,NA,120,22.8,42.8
Cypseloides senex,-51.71358869,-17.5,17.5,tropical,NA,6.01,NA,82.3,7.8,61.5
Diglossa carbonaria,-66.53568013,-17.48,17.48,tropical,NA,1.72,NA,11,14.4,16.9
Vidua purpurascens,30.45243567,-17.48,17.48,tropical,NA,1.21,NA,13.1,10.1,21.5
Climacteris melanurus,129.7388234,-17.46,17.46,tropical,NA,4.35,NA,31.9,19.7,23.4
Pachycephala vitiensis,162.0166817,-17.46,17.46,tropical,NA,3.66,NA,30.4,18.7,20.1
Zosterops explorator,178.4184921,-17.45,17.45,tropical,NA,1.32,NA,10.5,14.9,20.3
Clytorhynchus nigrogularis,172.0053646,-17.44,17.44,tropical,NA,5.3,NA,55.7,27.2,16.8
Horornis ruficapilla,170.9522755,-17.44,17.44,tropical,NA,1.74,NA,12.7,16.2,15.2
Myiagra castaneigularis,178.3559643,-17.44,17.44,tropical,NA,NA,NA,12.9,14.3,18.7
Rhipidura layardi,178.4046363,-17.42,17.42,tropical,NA,NA,NA,12.9,14.9,22.1
Tyto soumagnei,48.66602918,-17.42,17.42,tropical,NA,17.47,NA,284,31.7,27.9
Charmosyna amabilis,171.8416472,-17.4,17.4,tropical,NA,1.05,NA,8.5,18.2,48.2
Microptilotis imitatrix,145.7029068,-17.39,17.39,tropical,NA,NA,NA,15,22.9,14.4
Myrmotherula luctuosa,-40.23913458,-17.39,17.39,tropical,NA,1.42,NA,8,15,14.6
Thamnophilus sticturus,-61.54264638,-17.39,17.39,tropical,NA,3.45,NA,18.2,18.8,12.7
Pauxi unicornis,-64.72511715,-17.38,17.38,tropical,NA,214.61,NA,3743.2,54,7.9
Neodrepanis hypoxantha,48.34713916,-17.36,17.36,tropical,NA,1.54,NA,7.1,21.9,21.1
Dendrocolaptes platyrostris,-47.86457211,-17.33,17.33,tropical,NA,7.27,NA,61.7,36.4,16.8
Calamonastes stierlingi,30.55927263,-17.32,17.32,tropical,NA,1.42,NA,13,13.8,10.3
Sicalis flaveola,-55.30468445,-17.3,17.3,tropical,NA,2.22,NA,16.9,11.4,20.6
Sternula lorata,-73.88563775,-17.29,17.29,tropical,NA,11.78,NA,53.8,34.7,68.4
Hirundinea bellicosa,-50.68828394,-17.26,17.26,tropical,NA,NA,NA,30.6,20.9,31.9
Cinnyris manoensis,31.67568353,-17.2,17.2,tropical,NA,1.16,NA,9.5,21.9,17
Geokichla guttata,30.57339643,-17.19,17.19,tropical,NA,5.8,NA,57.5,24.5,28.6
Xanthotis macleayanus,145.5687461,-17.18,17.18,tropical,NA,3.42,NA,31,27,13.7
Xolmis cinereus,-53.24235425,-17.16,17.16,tropical,NA,5.1,NA,57.1,25.6,31.8
Larus belcheri,-74.51401011,-17.15,17.15,tropical,NA,67.59,NA,638.6,58.7,52.2
Cinclodes albiventris,-69.37792925,-17.11,17.11,tropical,NA,4.46,NA,30,17.8,21.3
Todiramphus tutus,-152.1369498,-17.1,17.1,tropical,NA,5.85,22,42.3,37.8,19.4
Guttera edouardi,32.18061134,-17.09,17.09,tropical,NA,NA,NA,1149,33.7,22.1
Pseudoseisura unirufa,-58.9450279,-17.02,17.02,tropical,NA,5.92,NA,44.9,21.6,15.8
Columbina cyanopis,-43.03627108,-17,17,tropical,NA,3.2,NA,45.6,10.6,19.7
Picumnus albosquamatus,-55.09014743,-16.97,16.97,tropical,NA,1.52,NA,11.9,13.3,12.5
Phaethornis subochraceus,-61.42039152,-16.96,16.96,tropical,NA,0.51,14.5,3.8,30.5,64
Acrocephalus atyphus,-144.1034149,-16.91,16.91,tropical,NA,3.17,NA,30,26.7,18.6
Aglaeactis pamela,-66.89121552,-16.88,16.88,tropical,NA,0.69,NA,5.5,22,57.4
Psophocichla litsitsirupa,23.82742957,-16.88,16.88,tropical,NA,NA,NA,74,28,32.2
Sporophila nigrorufa,-59.70684718,-16.87,16.87,tropical,NA,1.6,NA,10.8,8.1,13.9
Rhipidura rufilateralis,-68.13938661,-16.85,16.85,tropical,NA,NA,NA,12.9,11.6,20.6
Vidua funerea,29.40479413,-16.85,16.85,tropical,NA,1.21,NA,14.3,10.5,22.2
Ptilinopus coralensis,-143.7884562,-16.82,16.82,tropical,NA,5.14,NA,83.2,18.2,25.7
Coeligena violifer,-66.45987656,-16.72,16.72,tropical,NA,0.89,NA,7.4,39.2,60
Ptilinopus chrysogaster,-151.4072385,-16.72,16.72,tropical,NA,NA,NA,97.6,19.4,28.1
Upucerthia albigula,-71.58581639,-16.72,16.72,tropical,NA,5.44,NA,39.9,37.4,18.1
Philepitta schlegeli,46.12038339,-16.68,16.68,tropical,NA,3.14,NA,27.9,14.7,21.5
Basileuterus auricapilla,-53.06134888,-16.67,16.67,tropical,NA,NA,NA,10.5,12.7,14.3
Sporophila lineola,-49.24518254,-16.63,16.63,tropical,NA,1.48,NA,9.8,8.7,17.4
Foulehaio taviunensis,153.5140514,-16.62,16.62,tropical,NA,NA,NA,37,27,18.6
Gymnomyza viridis,159.0781576,-16.62,16.62,tropical,NA,7.59,NA,87.8,41.4,20.2
Xenospingus concolor,-72.85825816,-16.62,16.62,tropical,NA,2.57,NA,21,15.2,18.3
Lamprolia klinesmithi,179.8122757,-16.61,16.61,tropical,NA,NA,NA,14.7,17.3,15.1
Anisognathus flavinucha,-67.04024966,-16.59,16.59,tropical,NA,NA,NA,44.5,19.8,21
Conopophaga ardesiaca,-66.99434759,-16.59,16.59,tropical,NA,3.82,NA,26.3,17.4,13.9
Atlapetes rufinucha,-66.56442501,-16.57,16.57,tropical,NA,2.51,NA,21.5,15.8,12.7
Lamprotornis violacior,15.03663306,-16.53,16.53,tropical,NA,NA,NA,64.2,21.6,22.9
Patagioenas albipennis,-69.5884847,-16.52,16.52,tropical,NA,NA,NA,347,24.5,38.9
Embernagra longicauda,-42.48142291,-16.49,16.49,tropical,NA,4.21,NA,42.2,18.4,11
Microspingus cinereus,-49.2745913,-16.49,16.49,tropical,NA,NA,NA,11.6,12.7,16.2
Merops nubicoides,26.43134744,-16.48,16.48,tropical,NA,5.8,NA,42.4,42.7,45.2
Neopelma aurifrons,-40.66937105,-16.48,16.48,tropical,NA,2.11,NA,14,11.3,17.5
Phylloscartes roquettei,-43.8762928,-16.48,16.48,tropical,NA,1.13,NA,6,10,11.4
Cranioleuca henricae,-67.67672583,-16.4,16.4,tropical,NA,2.96,NA,16.5,15.9,17.3
Primolius auricollis,-60.20677674,-16.31,16.31,tropical,NA,11.9,NA,245,36.4,44.3
Picumnus dorbignyanus,-68.78742321,-16.28,16.28,tropical,NA,1.15,NA,9.6,11.2,13.7
Celeus tinnunculus,-39.91464481,-16.26,16.26,tropical,NA,NA,NA,134,36,23.9
Myiodynastes solitarius,-54.47530843,-16.24,16.24,tropical,NA,NA,NA,43.2,26.3,20.4
Tangara cyanomelas,-39.63791221,-16.23,16.23,tropical,NA,NA,NA,21,14.2,23.2
Microeca tormenti,124.6115724,-16.22,16.22,tropical,NA,NA,NA,12.1,12.5,25.7
MyiagraNAna,132.7026272,-16.21,16.21,tropical,NA,2.65,NA,20.9,19.5,17.5
Zosterops flavifrons,167.7046386,-16.21,16.21,tropical,NA,1.36,NA,10.7,17.6,19.9
Asthenes arequipae,-70.90560744,-16.2,16.2,tropical,NA,2.93,NA,20,15.9,13.1
Crossleyia tenebrosa,49.50109741,-16.15,16.15,tropical,NA,NA,NA,21.4,15.4,10.9
Todiramphus gambieri,-146.3558438,-16.15,16.15,tropical,NA,NA,NA,39,36,18.9
Sporophila leucoptera,-49.90433526,-16.13,16.13,tropical,NA,2.07,NA,15.5,12.1,13.6
Herpsilochmus longirostris,-52.94273288,-16.09,16.09,tropical,NA,2.11,NA,12.8,18.5,10.8
Euryceros prevostii,49.50957648,-16.07,16.07,tropical,NA,5.2,NA,96.9,46.8,22.2
Touit surdus,-40.97361207,-16.07,16.07,tropical,NA,4.99,NA,51,19,40.9
Neothraupis fasciata,-49.56984288,-16.02,16.02,tropical,NA,3.27,13,26.8,17.7,16.2
Phyllomyias reiseri,-50.01013558,-16.02,16.02,tropical,NA,1.39,NA,7.5,7.9,18.1
Cissomela pectoralis,134.9099744,-16,16,tropical,NA,1.13,NA,10.1,16.1,21
TaoniscusNAnus,-46.65134058,-16,16,tropical,NA,5.61,NA,43,14.8,21.4
Cranioleuca albiceps,-67.54870666,-15.97,15.97,tropical,NA,3.11,NA,17.6,16.2,12.5
Charadrius sanctaehelenae,-5.710103117,-15.96,15.96,tropical,NA,10.8,NA,48.7,23.2,40.1
Trichoglossus rubritorquis,130.7254261,-15.96,15.96,tropical,NA,7.2,NA,113.3,22.5,49.6
Asthenes berlepschi,-68.53370165,-15.93,15.93,tropical,NA,3.26,NA,19,16.9,10.6
Chiroxiphia boliviana,-67.08648525,-15.93,15.93,tropical,NA,2.94,NA,17.1,11.9,16.8
Cinnyris mariquensis,26.21709045,-15.86,15.86,tropical,NA,1.2,NA,11.5,22.6,19
Oriolia bernieri,49.52189908,-15.86,15.86,tropical,NA,3.73,17,52,28.4,18.9
Apalis flavigularis,35.59431512,-15.85,15.85,tropical,NA,1.34,NA,11.1,14.6,10.4
Ducula aurorae,-148.2605638,-15.84,15.84,tropical,NA,20.37,NA,507.2,27,31.3
